Date,Particulars,Vch Type,Vch No.,Debit Amount,Credit Amount
,Cash,,,,2000.00 Cr
11-08-2025,Electricity and Water Expenses,Payment,571,236,
,Cash,,,,236.00 Cr
11-08-2025,Sunny Industries Sitapura Jaipur,Payment,572,31560,
,HDFC Bank,,,,31560.00 Cr
11-08-2025,DILIP UDYOUG,Payment,573,40986,
,HDFC Bank,,,,40986.00 Cr
11-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,510,,17535
,HDFC Bank,,,17535.00 Dr,
11-08-2025,Prakash Enterprises - Phulera,Receipt,511,,78595
,Punjab National Bank - New,,,78595.00 Dr,
11-08-2025,Jitender Baat Bhandhar - Jhobner,Receipt,512,,5000
,HDFC Bank,,,5000.00 Dr,
11-08-2025,Godha Enterprises (Hingoniya),Receipt,513,,5000
,Cash,,,5000.00 Dr,
11-08-2025,Subham Pasu Aahar Badanwada,Receipt,514,,50000
,Subham Pasu Aahar Badanwada,,,,14050.00 Cr
,HDFC Bank,,,64050.00 Dr,
11-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2735/25-26,18760,
,Sales Account,,,,18760.00 Cr
12-08-2025,Wages Expenses A/C,Payment,574,7500,
,Cash,,,,7500.00 Cr
12-08-2025,Tour & Travel,Payment,575,2850,
,Cash,,,,2850.00 Cr
12-08-2025,Choudhary Pashu Aahar  Parbatsar,Receipt,515,,19725
,HDFC Bank,,,19725.00 Dr,
12-08-2025,Lavik Traders,Receipt,516,,42998
,HDFC Bank,,,42998.00 Dr,
12-08-2025,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,2736/25-26,68992,
,Sales Account,,,,68992.00 Cr
12-08-2025,Badri Lal Dwaraka Parsad Nasirabad,Sales,2737/25-26,106720,
,Sales Account,,,,106720.00 Cr
12-08-2025,Rambilas Ishwardas - Kukerkeda,Purchase,100,,3753
,Purchase Account,,,3574.00 Dr,
,CGST-Tax,,,89.50 Dr,
,SGST-Tax,,,89.50 Dr,
13-08-2025,Wages Expenses A/C,Payment,576,7650,
,Cash,,,,7650.00 Cr
13-08-2025,Convence Expensece,Payment,577,2300,
,Cash,,,,2300.00 Cr
13-08-2025,Choudhary Pashu Aahar  Parbatsar,Receipt,517,,20000
,HDFC Bank,,,20000.00 Dr,
13-08-2025,Balaji Indastrises  Didwana,Receipt,518,,66040
,HDFC Bank,,,66040.00 Dr,
13-08-2025,Dera Sachha Sodha,Receipt,519,,9500
,Cash,,,9500.00 Dr,
13-08-2025,Jain & Brothers - Muhana Mandi,Receipt,520,,62717
,HDFC Bank,,,62717.00 Dr,
13-08-2025,Patel Enterprises  Rojda,Sales,2738/25-26,61900,
,Sales Account,,,,61900.00 Cr
13-08-2025,Balaji Trading  Company  - Lalshot,Sales,2739/25-26,76146,
,Sales Account,,,,76146.00 Cr
13-08-2025,Ishwar and Company Surajpool,Sales,2740/25-26,94500,
,Sales Account,,,,94500.00 Cr
13-08-2025,Abhishek Treding Company  Fathenegar,Sales,2741/25-26,243000,
,Sales Account,,,,243000.00 Cr
13-08-2025,Om Prakash Rajesh Kumar - Jaipur,Purchase,101,,111720
,Purchase Account,,,111720.00 Dr,
13-08-2025,S M Sales Corporation  Jaipur,Purchase,102,,2547
,Purchase Account,,,2547.00 Dr,
13-08-2025,Mangal Treding Company Kukerkheda Mhandi,Purchase,103,,1746
,Purchase Account,,,1746.00 Dr,
14-08-2025,Wages Expenses A/C,Payment,578,7600,
,Cash,,,,7600.00 Cr
14-08-2025,Electricity and Water Expenses,Payment,579,74853,
,HDFC Bank,,,,74853.00 Cr
14-08-2025,Printing & Stationary,Payment,580,2640,
,Cash,,,,2640.00 Cr
14-08-2025,Shri Hari Shanker Khandelwal,Payment,581,150000,
,Cash,,,,150000.00 Cr
14-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,521,,18760
,HDFC Bank,,,18760.00 Dr,
14-08-2025,Balaji Trading  Company  - Lalshot,Receipt,522,,76146
,HDFC Bank,,,76146.00 Dr,
14-08-2025,Abhishek Treding Company  Fathenegar,Receipt,523,,243000
,HDFC Bank,,,243000.00 Dr,
14-08-2025,Dera Sachha Sodha,Receipt,524,,9500
,Cash,,,9500.00 Dr,
14-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2742/25-26,18760,
,Sales Account,,,,18760.00 Cr
14-08-2025,Kharwash Trading Company (Muhana ),Sales,2743/25-26,66760,
,Sales Account,,,,66760.00 Cr
16-08-2025,Wages Expenses A/C,Payment,582,7600,
,Cash,,,,7600.00 Cr
16-08-2025,Tour & Travel,Payment,583,2160,
,Cash,,,,2160.00 Cr
16-08-2025,BUSINESS PROMOTION EXPENSES,Payment,584,23849,
,HDFC Bank,,,,23849.00 Cr
16-08-2025,Dera Sachha Sodha,Receipt,525,,9500
,Cash,,,9500.00 Dr,
16-08-2025,Manish Trandig Company,Receipt,526,,9000
,Cash,,,9000.00 Dr,
16-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,527,,9500
,Cash,,,9500.00 Dr,
16-08-2025,Lavik Traders,Sales,2744/25-26,50370,
,Sales Account,,,,50370.00 Cr
16-08-2025,Anjani Trading Company  -(Beawar),Sales,2745/25-26,51715,
,Sales Account,,,,51715.00 Cr
16-08-2025,Dera Sachha Sodha,Sales,2746/25-26,54900,
,Sales Account,,,,54900.00 Cr
16-08-2025,Jurashik Minral,Purchase,104,,35913
,Purchase Account,,,35913.00 Dr,
17-08-2025,Dinesh Baat Bhandar  (Dhabash),Receipt,528,,38988
,HDFC Bank,,,38988.00 Dr,
17-08-2025,Mehta Baat Bhandhar - GovindPura,Sales,2747/25-26,56160,
,Sales Account,,,,56160.00 Cr
17-08-2025,Godha Enterprises (Hingoniya),Sales,2748/25-26,106275,
,Sales Account,,,,106275.00 Cr
18-08-2025,Wages Expenses A/C,Payment,585,7650,
,Cash,,,,7650.00 Cr
18-08-2025,Office Expenses,Payment,586,1860,
,Cash,,,,1860.00 Cr
18-08-2025,Fright Exp,Payment,587,9000,
,Cash,,,,9000.00 Cr
18-08-2025,S M Sales Corporation  Jaipur,Payment,588,3822,
,HDFC Bank,,,,3822.00 Cr
18-08-2025,Dera Sachha Sodha,Receipt,529,,9500
,Cash,,,9500.00 Dr,
18-08-2025,Manish Trandig Company,Receipt,530,,9000
,Cash,,,9000.00 Dr,
18-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,531,,9500
,Cash,,,9500.00 Dr,
18-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2749/25-26,3940,
,Sales Account,,,,3940.00 Cr
19-08-2025,Wages Expenses A/C,Payment,589,7550,
,Cash,,,,7550.00 Cr
19-08-2025,Tour & Travel,Payment,590,2000,
,Cash,,,,2000.00 Cr
19-08-2025,Fright Exp,Payment,591,8940,
,Cash,,,,8940.00 Cr
19-08-2025,G.K.N - Industries,Receipt,532,,71000
,HDFC Bank,,,71000.00 Dr,
19-08-2025,Dera Sachha Sodha,Receipt,533,,9500
,Cash,,,9500.00 Dr,
19-08-2025,Manish Trandig Company,Receipt,534,,9000
,Cash,,,9000.00 Dr,
19-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,535,,9500
,Cash,,,9500.00 Dr,
19-08-2025,Pashupati Trading Company,Sales,2750/25-26,63740,
,Sales Account,,,,63740.00 Cr
19-08-2025,Jai Maa  Devi Traders (Jahanabad) Bihar,Purchase,105,,83410
,Purchase Account,,,83410.00 Dr,
19-08-2025,Agrasen Industries Jaitpura,Purchase,106,,158660
,Purchase Account,,,158660.00 Dr,
20-08-2025,Wages Expenses A/C,Payment,592,7550,
,Cash,,,,7550.00 Cr
20-08-2025,Convence Expensece,Payment,593,2000,
,Cash,,,,2000.00 Cr
20-08-2025,S M Sales Corporation  Jaipur,Payment,594,2547,
,Cash,,,,2547.00 Cr
20-08-2025,Dera Sachha Sodha,Receipt,536,,7400
,Cash,,,7400.00 Dr,
20-08-2025,Pashupati Trading Company,Receipt,537,,41497
,Punjab National Bank - New,,,41497.00 Dr,
20-08-2025,Manish Trandig Company,Receipt,538,,3000
,Cash,,,3000.00 Dr,
20-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,539,,9500
,Cash,,,9500.00 Dr,
20-08-2025,Haritwal Pashu Ahar Vatika,Receipt,540,,9000
,Cash,,,9000.00 Dr,
20-08-2025,Kharwash Trading Company (Muhana ),Sales,2751/25-26,57810,
,Sales Account,,,,57810.00 Cr
20-08-2025,Shri Balaji Agro Industries - Muhana,Sales,2752/25-26,27900,
,Sales Account,,,,27900.00 Cr
20-08-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,2753/25-26,116165,
,Sales Account,,,,116165.00 Cr
20-08-2025,Mahavr Mills Kekri,Purchase,107,,123190
,Purchase Account,,,123190.00 Dr,
21-08-2025,Jai Maa  Devi Traders (Jahanabad) Bihar,Payment,595,83410,
,Punjab National Bank - New,,,,83410.00 Cr
21-08-2025,Insurance Exp,Payment,596,29371,
,HDFC Bank,,,,29371.00 Cr
21-08-2025,Mahavr Mills Kekri,Payment,597,123190,
,HDFC Bank,,,,123190.00 Cr
21-08-2025,Agrasen Industries Jaitpura,Payment,598,158660,
,HDFC Bank,,,,158660.00 Cr
21-08-2025,Jurashik Minral,Payment,599,35913,
,HDFC Bank,,,,35913.00 Cr
21-08-2025,Pritiya Organics - Jaipur,Payment,600,16900,
,HDFC Bank,,,,16900.00 Cr
21-08-2025,Wages Expenses A/C,Payment,601,7600,
,Cash,,,,7600.00 Cr
21-08-2025,Fright Exp,Payment,602,9000,
,Cash,,,,9000.00 Cr
21-08-2025,Hariyana Baat  Bhandar Dolaitpura,Receipt,541,,11000
,HDFC Bank,,,11000.00 Dr,
21-08-2025,Ishwar and Company Surajpool,Receipt,542,,96000
,HDFC Bank,,,96000.00 Dr,
21-08-2025,Babulal Ji Yadav - Mahaswas,Receipt,543,,81000
,HDFC Bank,,,81000.00 Dr,
21-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,544,,9500
,Cash,,,9500.00 Dr,
21-08-2025,Haritwal Pashu Ahar Vatika,Receipt,545,,9500
,Cash,,,9500.00 Dr,
21-08-2025,Maa Bhagwati Trading Company BANDIKUI,Sales,.2754/2025-2026,62003,
,Sales Account,,,,62003.00 Cr
21-08-2025,Pritiya Organics - Jaipur,Purchase,108,,16900
,Purchase Account,,,16900.00 Dr,
21-08-2025,Balaji Trading Company MUHANA,Purchase,109,,58905
,Purchase Account,,,58905.00 Dr,
21-08-2025,Jain & Brothers - Muhana Mandi,Purchase,110,,16930
,Purchase Account,,,16930.00 Dr,
21-08-2025,National Traders Uttarakhand,Purchase,111,,481270
,Purchase Account,,,481270.00 Dr,
21-08-2025,Agri Channel Overseas Tonk Rood Jaipur,Purchase,112,,431399
,Purchase Account,,,410856.00 Dr,
,CGST-Tax,,,10271.50 Dr,
,SGST-Tax,,,10271.50 Dr,
21-08-2025,Padmawati Trading Co.,Purchase,113,,851834
,Purchase Account,,,851834.00 Dr,
21-08-2025,Shri Balaji Agro Industries - Muhana,Purchase,114,,1881
,Purchase Account,,,1881.00 Dr,
22-08-2025,Office Expenses,Payment,603,50,
,Cash,,,,50.00 Cr
22-08-2025,Wages Expenses A/C,Payment,604,6300,
,Cash,,,,6300.00 Cr
22-08-2025,Convence Expensece,Payment,605,4500,
,Cash,,,,4500.00 Cr
22-08-2025,Tour & Travel,Payment,606,2290,
,Cash,,,,2290.00 Cr
22-08-2025,Fright Exp,Payment,607,9000,
,Cash,,,,9000.00 Cr
22-08-2025,Blue Diamond Food Production,Receipt,546,,17240
,HDFC Bank,,,17240.00 Dr,
22-08-2025,Lavik Traders,Receipt,547,,38780
,HDFC Bank,,,38780.00 Dr,
22-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,548,,9500
,Cash,,,9500.00 Dr,
22-08-2025,Haritwal Pashu Ahar Vatika,Receipt,549,,9500
,Cash,,,9500.00 Dr,
22-08-2025,Ganesh Pashuahar Chaksu,Sales,2755/2025-2026,106353,
,Sales Account,,,,106353.00 Cr
23-08-2025,Wages Expenses A/C,Payment,608,6850,
,Cash,,,,6850.00 Cr
23-08-2025,Tour & Travel,Payment,609,3210,
,Cash,,,,3210.00 Cr
23-08-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,550,,6800
,Cash,,,6800.00 Dr,
23-08-2025,Haritwal Pashu Ahar Vatika,Receipt,551,,9500
,Cash,,,9500.00 Dr,
23-08-2025,Shri Namokaar Trading Company,Receipt,552,,5000
,Cash,,,5000.00 Dr,
23-08-2025,Dinesh Baat Bhandar  (Dhabash),Sales,2756/25-26,33650,
,Sales Account,,,,33650.00 Cr
23-08-2025,Lavik Traders,Sales,2757/25-26,33138,
,Sales Account,,,,33138.00 Cr
23-08-2025,Kharwash Trading Company (Muhana ),Sales,2758/25-26,63853,
,Sales Account,,,,63853.00 Cr
23-08-2025,G.K.N - Industries,Sales,2759/25-26,61945,
,Sales Account,,,,61945.00 Cr
25-08-2025,Om Prakash Rajesh Kumar - Jaipur,Payment,610,111720,
,HDFC Bank,,,,111720.00 Cr
25-08-2025,Office Expenses,Payment,611,1940,
,Cash,,,,1940.00 Cr
25-08-2025,Wages Expenses A/C,Payment,612,7600,
,Cash,,,,7600.00 Cr
25-08-2025,Fright Exp,Payment,613,9000,
,Cash,,,,9000.00 Cr
25-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,553,,22095
,HDFC Bank,,,22095.00 Dr,
25-08-2025,Giriraj Enterprises - Kalu Ka Baas,Receipt,554,,44887
,HDFC Bank,,,44887.00 Dr,
25-08-2025,SHRI BALAJI ENTERPRISES-TIGARIYA,Receipt,555,,61298
,HDFC Bank,,,61298.00 Dr,
25-08-2025,Anjani Trading Company  -(Beawar),Receipt,556,,51625
,HDFC Bank,,,51625.00 Dr,
25-08-2025,Haritwal Pashu Ahar Vatika,Receipt,557,,9500
,Cash,,,9500.00 Dr,
25-08-2025,Jain & Brothers - Muhana Mandi,Sales,2760/25-26,62715,
,Sales Account,,,,62715.00 Cr
25-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2761/25-26,17900,
,Sales Account,,,,17900.00 Cr
25-08-2025,Anjani Trading Company  -(Beawar),Sales,2762/25-26,52608,
,Sales Account,,,,52608.00 Cr
26-08-2025,National Traders Uttarakhand,Payment,614,481270,
,HDFC Bank,,,,481270.00 Cr
26-08-2025,Agri Channel Overseas Tonk Rood Jaipur,Payment,615,431399,
,HDFC Bank,,,,431399.00 Cr
26-08-2025,Balaji Trading Company MUHANA,Payment,616,58905,
,HDFC Bank,,,,58905.00 Cr
26-08-2025,Padmawati Trading Co.,Payment,617,843714,
,HDFC Bank,,,,843714.00 Cr
26-08-2025,Wages Expenses A/C,Payment,618,7650,
,Cash,,,,7650.00 Cr
26-08-2025,Tour & Travel,Payment,619,1000,
,Cash,,,,1000.00 Cr
26-08-2025,Fright Exp,Payment,620,4250,
,Cash,,,,4250.00 Cr
26-08-2025,Haritwal Pashu Ahar Vatika,Receipt,558,,9500
,Cash,,,9500.00 Dr,
26-08-2025,Tarachand Ji -Yadav Khejroli,Receipt,559,,44900
,HDFC Bank,,,44900.00 Dr,
26-08-2025,Vinayak Brothers - Renwal,Receipt,560,,94180
,HDFC Bank,,,94180.00 Dr,
26-08-2025,Discount Given,Journal,10,146,
,J P Fresh Mills - Jairampura,,,,146.00 Cr
26-08-2025,Kharwash Trading Company (Muhana ),Sales,2763/25-26,57810,
,Sales Account,,,,57810.00 Cr
26-08-2025,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,2764/25-26,69121,
,Sales Account,,,,69121.00 Cr
26-08-2025,Tarachand Ji -Yadav Khejroli,Sales,2765/25-26,44900,
,Sales Account,,,,44900.00 Cr
26-08-2025,Shri Chand Pasu Aahar Malpura,Sales,2766/25-26,97512,
,Sales Account,,,,97512.00 Cr
26-08-2025,DILIP UDYOUG,Purchase,115,,40986
,Purchase Account,,,40986.00 Dr,
26-08-2025,Sanjay Chura Mill - Bihar,Purchase,116,,248253
,Purchase Account,,,248253.00 Dr,
27-08-2025,Telephone Exp,Payment,621,1049,
,HDFC Bank,,,,1049.00 Cr
27-08-2025,Wages Expenses A/C,Payment,622,7550,
,Cash,,,,7550.00 Cr
27-08-2025,Convence Expensece,Payment,623,2500,
,Cash,,,,2500.00 Cr
27-08-2025,Haritwal Pashu Ahar Vatika,Receipt,561,,9500
,Cash,,,9500.00 Dr,
27-08-2025,Jain & Brothers - Muhana Mandi,Receipt,562,,62717
,HDFC Bank,,,62717.00 Dr,
27-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,563,,17900
,HDFC Bank,,,17900.00 Dr,
27-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2767/25-26,18805,
,Sales Account,,,,18805.00 Cr
27-08-2025,Shiv Trading Comnay Vatika,Sales,2768/25-26,73385,
,Sales Account,,,,73385.00 Cr
27-08-2025,KAMAL TRADING CO Dudu,Sales,2769/25-26,51500,
,Sales Account,,,,51500.00 Cr
28-08-2025,Rambilas Ishwardas - Kukerkeda,Payment,624,3753,
,Punjab National Bank - New,,,,3753.00 Cr
28-08-2025,Wages Expenses A/C,Payment,625,7600,
,Cash,,,,7600.00 Cr
28-08-2025,Machinery Reparing,Payment,626,1850,
,Cash,,,,1850.00 Cr
28-08-2025,Anukumar Mukesh Kumar Malpura,Receipt,564,,90000
,HDFC Bank,,,90000.00 Dr,
28-08-2025,Shiv Trading Comnay Vatika,Receipt,565,,73170
,HDFC Bank,,,73170.00 Dr,
28-08-2025,Choudhary Pashu Aahar  Parbatsar,Receipt,566,,40000
,HDFC Bank,,,40000.00 Dr,
28-08-2025,J P Fresh Mills - Jairampura,Receipt,567,,17000
,HDFC Bank,,,17000.00 Dr,
28-08-2025,J P Fresh Mills - Jairampura,Receipt,568,,300
,HDFC Bank,,,300.00 Dr,
28-08-2025,Haritwal Pashu Ahar Vatika,Receipt,569,,6870
,Cash,,,6870.00 Dr,
28-08-2025,Shyam Ji Yadav,Sales,2770/25-26,63798,
,Sales Account,,,,63798.00 Cr
28-08-2025,Babulal Ji Yadav - Mahaswas,Sales,2771/25-26,78600,
,Sales Account,,,,78600.00 Cr
29-08-2025,Vetkind Animal Health India,Payment,627,143000,
,HDFC Bank,,,,143000.00 Cr
29-08-2025,Wages Expenses A/C,Payment,628,7650,
,Cash,,,,7650.00 Cr
29-08-2025,Tour & Travel,Payment,629,1750,
,Cash,,,,1750.00 Cr
29-08-2025,Anjani Trading Company  -(Beawar),Receipt,570,,52608
,HDFC Bank,,,52608.00 Dr,
29-08-2025,Shri Balaji Agro Industries - Muhana,Receipt,571,,26920
,HDFC Bank,,,26920.00 Dr,
29-08-2025,Rajendra Kumar Pawan Kumar Fhagi,Sales,2772/25-26,26012,
,Sales Account,,,,26012.00 Cr
29-08-2025,Rajendra Kumar Pawan Kumar Fhagi,Sales,2773/25-26,21681,
,Sales Account,,,,21681.00 Cr
29-08-2025,Kharwash Trading Company (Muhana ),Sales,2774/25-26,60000,
,Sales Account,,,,60000.00 Cr
29-08-2025,J.S. Packers - Jaipur,Purchase,117,,30975
,Purchase Account,,,26250.00 Dr,
,CGST-Tax,,,2362.50 Dr,
,SGST-Tax,,,2362.50 Dr,
29-08-2025,Agrasen Industries Jaitpura,Purchase,118,,50422
,Purchase Account,,,50422.00 Dr,
30-08-2025,Car Loan - Hyrider,Payment,630,48357,
,Punjab National Bank - New,,,,48357.00 Cr
30-08-2025,Sanjay Chura Mill - Bihar,Payment,631,248253,
,HDFC Bank,,,,248253.00 Cr
30-08-2025,DILIP UDYOUG,Payment,632,40986,
,HDFC Bank,,,,40986.00 Cr
30-08-2025,Wages Expenses A/C,Payment,633,7600,
,Cash,,,,7600.00 Cr
30-08-2025,Printing & Stationary,Payment,634,1910,
,Cash,,,,1910.00 Cr
30-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,572,,18805
,HDFC Bank,,,18805.00 Dr,
30-08-2025,KAMAL TRADING CO Dudu,Receipt,573,,60000
,HDFC Bank,,,60000.00 Dr,
30-08-2025,Lavik Traders,Receipt,574,,50443
,HDFC Bank,,,50443.00 Dr,
30-08-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2775/25-26,17535,
,Sales Account,,,,17535.00 Cr
30-08-2025,Maruti Trading Company Kalwar,Sales,2776/25-26,62100,
,Sales Account,,,,62100.00 Cr
30-08-2025,Vetkind Animal Health India,Purchase,119,,9000
,Purchase Account,,,9000.00 Dr,
30-08-2025,Vetkind Animal Health India,Purchase,120,,24000
,Purchase Account,,,24000.00 Dr,
30-08-2025,Vetkind Animal Health India,Purchase,121,,70000
,Purchase Account,,,70000.00 Dr,
31-08-2025,Shri Chand Pasu Aahar Malpura,Receipt,575,,102517
,HDFC Bank,,,102517.00 Dr,
31-08-2025,Ishwar and Company Surajpool,Sales,2777/25-26,78750,
,Sales Account,,,,78750.00 Cr
01-09-2025,Mangal Treding Company Kukerkheda Mhandi,Payment,635,9174,
,Punjab National Bank - New,,,,9174.00 Cr
01-09-2025,Wages Expenses A/C,Payment,636,7650,
,Cash,,,,7650.00 Cr
01-09-2025,Machinery Reparing,Payment,637,1850,
,Cash,,,,1850.00 Cr
01-09-2025,Convence Expensece,Payment,638,2000,
,Cash,,,,2000.00 Cr
01-09-2025,Rajendra Kumar Pawan Kumar Fhagi,Receipt,576,,47693
,HDFC Bank,,,47693.00 Dr,
01-09-2025,Nakoda Trading Company  Nimbaheda,Receipt,577,,9000
,HDFC Bank,,,9000.00 Dr,
01-09-2025,Vinayak Brothers - Renwal,Sales,2778/25-26,93894,
,Sales Account,,,,93894.00 Cr
01-09-2025,Jai Jagdamba Treding Company Nangal Bhirda,Sales,2779/25-26,65589,
,Sales Account,,,,65589.00 Cr
01-09-2025,Nakoda Trading Company  Nimbaheda,Sales,2780/25-26,9000,
,Sales Account,,,,9000.00 Cr
02-09-2025,Chitarmal Manoj Kumar,Payment,639,32943,
,HDFC Bank,,,,32943.00 Cr
02-09-2025,Agrasen Industries Jaitpura,Payment,640,50422,
,HDFC Bank,,,,50422.00 Cr
02-09-2025,BUSINESS PROMOTION EXPENSES,Payment,641,39750,
,HDFC Bank,,,,39750.00 Cr
02-09-2025,Wages Expenses A/C,Payment,642,7600,
,Cash,,,,7600.00 Cr
02-09-2025,Tour & Travel,Payment,643,2210,
,Cash,,,,2210.00 Cr
02-09-2025,Choudhary Pashu Aahar  Parbatsar,Receipt,578,,21880
,HDFC Bank,,,21880.00 Dr,
02-09-2025,Badri Lal Dwaraka Parsad Nasirabad,Receipt,579,,106890
,HDFC Bank,,,106890.00 Dr,
02-09-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,580,,115587
,HDFC Bank,,,115587.00 Dr,
02-09-2025,Giriraj Enterprises - Kalu Ka Baas,Sales,2781/25-26,58354,
,Sales Account,,,,58354.00 Cr
02-09-2025,Shri RamDev Enterprises - Masoda,Sales,2782/25-26,264463,
,Sales Account,,,,264463.00 Cr
02-09-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,2783/25-26,60465,
,Sales Account,,,,60465.00 Cr
02-09-2025,Chitarmal Manoj Kumar,Purchase,122,,32943
,Purchase Account,,,32943.00 Dr,
02-09-2025,Swastik Agro Industries Harayana,Purchase,123,,567930
,Purchase Account,,,540886.00 Dr,
,IGST-Tax,,,27044.00 Dr,
03-09-2025,Padmawati Trading Co.,Payment,644,3120,
,HDFC Bank,,,,3120.00 Cr
03-09-2025,Wages Expenses A/C,Payment,645,7550,
,Cash,,,,7550.00 Cr
03-09-2025,Office Expenses,Payment,646,2350,
,Cash,,,,2350.00 Cr
03-09-2025,S Kumar & Company - Navalgarh,Receipt,581,,50000
,HDFC Bank,,,50000.00 Dr,
03-09-2025,G.K.N - Industries,Receipt,582,,62077
,HDFC Bank,,,62077.00 Dr,
03-09-2025,Jain & Brothers - Muhana Mandi,Receipt,583,,62717
,HDFC Bank,,,62717.00 Dr,
03-09-2025,Discount Given,Journal,11,578,
,Arihant  Kumar Rahul Kumar  Medta Seety - S,,,,578.00 Cr
03-09-2025,Jaipur Packers - Rajasthan,Purchase,124,,219869
,Purchase Account,,,186329.00 Dr,
,CGST-Tax,,,16770.00 Dr,
,SGST-Tax,,,16770.00 Dr,
04-09-2025,Khandelwal Steel Jaipur - Jaipur,Payment,647,6561,
,Punjab National Bank - New,,,,6561.00 Cr
04-09-2025,Wages Expenses A/C,Payment,648,7650,
,Cash,,,,7650.00 Cr
04-09-2025,Convence Expensece,Payment,649,2300,
,Cash,,,,2300.00 Cr
04-09-2025,Ishwar and Company Surajpool,Receipt,584,,104000
,HDFC Bank,,,104000.00 Dr,
04-09-2025,Lavik Traders,Sales,2784/25-26,65650,
,Sales Account,,,,65650.00 Cr
05-09-2025,Wages Expenses A/C,Payment,650,7550,
,Cash,,,,7550.00 Cr
05-09-2025,Machinery Reparing,Payment,651,2550,
,Cash,,,,2550.00 Cr
05-09-2025,Giriraj Enterprises - Kalu Ka Baas,Receipt,585,,800
,HDFC Bank,,,800.00 Dr,
05-09-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,586,,17535
,HDFC Bank,,,17535.00 Dr,
05-09-2025,Dugya Cattle Feed - Muhana,Receipt,587,,72700
,HDFC Bank,,,72700.00 Dr,
05-09-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2785/25-26,18148,
,Sales Account,,,,18148.00 Cr
05-09-2025,Dugya Cattle Feed - Muhana,Sales,2786/25-26,66276,
,Sales Account,,,,66276.00 Cr
05-09-2025,Murlidhar Ji Yadav- Khejroli,Sales,2787/25-26,46100,
,Sales Account,,,,46100.00 Cr
05-09-2025,Shri Ram Cattle Feed  Industrises Jaitpura,Purchase,125,,76332
,Purchase Account,,,76332.00 Dr,
06-09-2025,Ajay Kumar,Payment,652,15000,
,HDFC Bank,,,,15000.00 Cr
06-09-2025,Wages Expenses A/C,Payment,653,7600,
,Cash,,,,7600.00 Cr
06-09-2025,Tour & Travel,Payment,654,2070,
,Cash,,,,2070.00 Cr
06-09-2025,Ratan Lal and Company     Khejroli,Sales,2788/25-26,64170,
,Sales Account,,,,64170.00 Cr
06-09-2025,Prakash Enterprises - Phulera,Sales,2789/25-26,71253,
,Sales Account,,,,71253.00 Cr
06-09-2025,Jhandewalas Foods Limited Jaipur,Purchase,126,,6816
,Purchase Account,,,6816.00 Dr,
06-09-2025,SHRI RAM INDUSTRIES  (PHULERA),Purchase,127,,133875
,Purchase Account,,,133875.00 Dr,
07-09-2025,Rakesh Kirana Store - Khejroli,Sales,2790/25-26,47400,
,Sales Account,,,,47400.00 Cr
08-09-2025,Swastik Agro Industries Harayana,Payment,655,567680,
,HDFC Bank,,,,567680.00 Cr
08-09-2025,Wages Expenses A/C,Payment,656,7650,
,Cash,,,,7650.00 Cr
08-09-2025,Office Expenses,Payment,657,1960,
,Cash,,,,1960.00 Cr
08-09-2025,Shri Hari Shanker Khandelwal,Payment,658,9000,
,Cash,,,,9000.00 Cr
08-09-2025,Nilesh Kumar Khandelwal,Payment,659,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,9500.00 Dr,
,Raju Lal Ji,,,9500.00 Dr,
,Raju Mistri,,,9500.00 Dr,
,Cash,,,,76000.00 Cr
